# gapseq version: 1.4.0
# Transporter sequence DB md5sum: b99a77e (2024-11-21)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|P71461|1.C.30.1.1	1.C.30.1.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P71461|1.C.30.1.1	29.412	0.11	25.8	84	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	962767	962919	transporter
gnl|TC-DB|Q9HC98|1.I.1.1.3	1.I.1.1.3	Potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|Q9HC98|1.I.1.1.3	26.908	1.02e-16	77.8	78	CP019301.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome II, complete sequence	596650	595955	transporter
gnl|TC-DB|A8ANM6|2.A.104.1.1	2.A.104.1.1	alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|A8ANM6|2.A.104.1.1	21.368	4.4	24.3	77	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1647568	1647867	transporter
gnl|TC-DB|P0AFF4|2.A.1.10.1	2.A.1.10.1	adenosine	EX_cpd00182_e0	rxn05318,rxn08068,rxn12381	gnl|TC-DB|P0AFF4|2.A.1.10.1	49.052	1.01e-126	400	97	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1137411	1138667	transporter
gnl|TC-DB|P0AFF4|2.A.1.10.1	2.A.1.10.1	cytidine	EX_cpd00367_e0	rxn05198,rxn08289,rxn10857,rxn12413,rxn13338,rxn10997	gnl|TC-DB|P0AFF4|2.A.1.10.1	49.052	1.01e-126	400	97	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1137411	1138667	transporter
gnl|TC-DB|P0AFF4|2.A.1.10.1	2.A.1.10.1	guanosine	EX_cpd00311_e0	rxn05204,rxn08671,rxn09747,rxn12427,rxn28613	gnl|TC-DB|P0AFF4|2.A.1.10.1	49.052	1.01e-126	400	97	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1137411	1138667	transporter
gnl|TC-DB|P0AFF4|2.A.1.10.1	2.A.1.10.1	inosine	EX_cpd00246_e0	rxn05316,rxn08753,rxn12445,rxn28604	gnl|TC-DB|P0AFF4|2.A.1.10.1	49.052	1.01e-126	400	97	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1137411	1138667	transporter
gnl|TC-DB|P0AFF4|2.A.1.10.1	2.A.1.10.1	thymidine	EX_cpd00184_e0	rxn05200,rxn09298,rxn10892,rxn12457	gnl|TC-DB|P0AFF4|2.A.1.10.1	49.052	1.01e-126	400	97	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1137411	1138667	transporter
gnl|TC-DB|P45562|2.A.1.10.2	2.A.1.10.2	adenosine	EX_cpd00182_e0	rxn05318,rxn08068,rxn12381	gnl|TC-DB|P45562|2.A.1.10.2	46.991	1.73e-108	348	99	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1137411	1138688	transporter
gnl|TC-DB|P45562|2.A.1.10.2	2.A.1.10.2	cytidine	EX_cpd00367_e0	rxn05198,rxn08289,rxn10857,rxn12413,rxn13338,rxn10997	gnl|TC-DB|P45562|2.A.1.10.2	46.991	1.73e-108	348	99	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1137411	1138688	transporter
gnl|TC-DB|P45562|2.A.1.10.2	2.A.1.10.2	inosine	EX_cpd00246_e0	rxn05316,rxn08753,rxn12445,rxn28604	gnl|TC-DB|P45562|2.A.1.10.2	46.991	1.73e-108	348	99	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1137411	1138688	transporter
gnl|TC-DB|P45562|2.A.1.10.2	2.A.1.10.2	thymidine	EX_cpd00184_e0	rxn05200,rxn09298,rxn10892,rxn12457	gnl|TC-DB|P45562|2.A.1.10.2	46.991	1.73e-108	348	99	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1137411	1138688	transporter
gnl|TC-DB|P45562|2.A.1.10.2	2.A.1.10.2	xanthosine	EX_cpd01217_e0	rxn05680,rxn09381	gnl|TC-DB|P45562|2.A.1.10.2	46.991	1.73e-108	348	99	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1137411	1138688	transporter
gnl|TC-DB|P0ABN5|2.A.13.1.1	2.A.13.1.1	aspartate	EX_cpd00041_e0	rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|TC-DB|P0ABN5|2.A.13.1.1	38.802	1.40e-67	230	87	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	620041	618911	transporter
gnl|TC-DB|P0ABN5|2.A.13.1.1	2.A.13.1.1	fumarate	EX_cpd00106_e0	rxn05561,rxn08542,rxn08543,rxn10152,rxn10158,rxn10901,rxn12423	gnl|TC-DB|P0ABN5|2.A.13.1.1	38.802	1.40e-67	230	87	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	620041	618911	transporter
gnl|TC-DB|P0ABN9|2.A.13.1.2	2.A.13.1.2	fumarate	EX_cpd00106_e0	rxn05561,rxn08542,rxn08543,rxn10152,rxn10158,rxn10901,rxn12423	gnl|TC-DB|P0ABN9|2.A.13.1.2	36.279	3.88e-68	232	96	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	620149	618890	transporter
gnl|TC-DB|P0ABN9|2.A.13.1.2	2.A.13.1.2	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|P0ABN9|2.A.13.1.2	36.279	3.88e-68	232	96	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	620149	618890	transporter
gnl|TC-DB|P0ABN9|2.A.13.1.2	2.A.13.1.2	succinate	EX_cpd00036_e0	rxn05654,rxn09269,rxn09270,rxn10154,rxn10157,rxn12455,rxn39059	gnl|TC-DB|P0ABN9|2.A.13.1.2	36.279	3.88e-68	232	96	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	620149	618890	transporter
gnl|TC-DB|Q8ZLD2|2.A.13.1.3	2.A.13.1.3	asparagine	EX_cpd00132_e0	rxn05508,rxn08161,rxn09782,rxn13229,rxn13230,rxn34455,rxn34491	gnl|TC-DB|Q8ZLD2|2.A.13.1.3	40.341	9.29e-73	246	79	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	619942	618914	transporter
gnl|TC-DB|Q8ZLD2|2.A.13.1.3	2.A.13.1.3	aspartate	EX_cpd00041_e0	rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|TC-DB|Q8ZLD2|2.A.13.1.3	40.341	9.29e-73	246	79	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	619942	618914	transporter
gnl|TC-DB|Q8ZLD2|2.A.13.1.3	2.A.13.1.3	fumarate	EX_cpd00106_e0	rxn05561,rxn08542,rxn08543,rxn10152,rxn10158,rxn10901,rxn12423	gnl|TC-DB|Q8ZLD2|2.A.13.1.3	40.341	9.29e-73	246	79	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	619942	618914	transporter
gnl|TC-DB|Q8ZLD2|2.A.13.1.3	2.A.13.1.3	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|Q8ZLD2|2.A.13.1.3	40.341	9.29e-73	246	79	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	619942	618914	transporter
gnl|TC-DB|Q8ZLD2|2.A.13.1.3	2.A.13.1.3	succinate	EX_cpd00036_e0	rxn05654,rxn09269,rxn09270,rxn10154,rxn10157,rxn12455,rxn39059	gnl|TC-DB|Q8ZLD2|2.A.13.1.3	40.341	9.29e-73	246	79	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	619942	618914	transporter
gnl|TC-DB|Q0PC49|2.A.13.1.5	2.A.13.1.5	aspartate	EX_cpd00041_e0	rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|TC-DB|Q0PC49|2.A.13.1.5	34.069	9.45e-61	211	90	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	620041	618857	transporter
gnl|TC-DB|Q0PAK3|2.A.13.1.6	2.A.13.1.6	aspartate	EX_cpd00041_e0	rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|TC-DB|Q0PAK3|2.A.13.1.6	33.019	6.77e-61	212	88	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	620059	618890	transporter
gnl|TC-DB|Q0PAK3|2.A.13.1.6	2.A.13.1.6	succinate	EX_cpd00036_e0	rxn05654,rxn09269,rxn09270,rxn10154,rxn10157,rxn12455,rxn39059	gnl|TC-DB|Q0PAK3|2.A.13.1.6	33.019	6.77e-61	212	88	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	620059	618890	transporter
tr|C4FNU1|C4FNU1_9FIRM|2.A.14.1.1	2.A.14.1.1	glycolate	EX_cpd00139_e0	rxn05470,rxn08651,rxn08652,rxn12367	tr|C4FNU1|C4FNU1_9FIRM|2.A.14.1.1	37.644	4.29e-57	202	86	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	166950	168209	transporter
tr|C4FNU1|C4FNU1_9FIRM|2.A.14.1.1	2.A.14.1.1	lactate	EX_cpd00159_e0	rxn05602,rxn08794,rxn10818,rxn12365,rxn13334	tr|C4FNU1|C4FNU1_9FIRM|2.A.14.1.1	37.644	4.29e-57	202	86	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	166950	168209	transporter
tr|C4FNU1|C4FNU1_9FIRM|2.A.14.1.1	2.A.14.1.1	lactate	EX_cpd00221_e0	rxn08350,rxn09772,rxn10171,rxn12366	tr|C4FNU1|C4FNU1_9FIRM|2.A.14.1.1	37.644	4.29e-57	202	86	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	166950	168209	transporter
gnl|TC-DB|Q46839|2.A.14.1.2	2.A.14.1.2	glycolate	EX_cpd00139_e0	rxn05470,rxn08651,rxn08652,rxn12367	gnl|TC-DB|Q46839|2.A.14.1.2	32.577	1.09e-52	191	85	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	166971	168308	transporter
gnl|TC-DB|Q46839|2.A.14.1.2	2.A.14.1.2	lactate	EX_cpd00159_e0	rxn05602,rxn08794,rxn10818,rxn12365,rxn13334	gnl|TC-DB|Q46839|2.A.14.1.2	32.577	1.09e-52	191	85	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	166971	168308	transporter
gnl|TC-DB|Q46839|2.A.14.1.2	2.A.14.1.2	lactate	EX_cpd00221_e0	rxn08350,rxn09772,rxn10171,rxn12366	gnl|TC-DB|Q46839|2.A.14.1.2	32.577	1.09e-52	191	85	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	166971	168308	transporter
gnl|TC-DB|P71067|2.A.14.1.3	2.A.14.1.3	(R)-lactate	EX_cpd00221_e0	rxn08350,rxn09772,rxn10171,rxn12366	gnl|TC-DB|P71067|2.A.14.1.3	28.901	1.24e-48	179	95	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	166794	168344	transporter
gnl|TC-DB|P71067|2.A.14.1.3	2.A.14.1.3	(S)-lactate	EX_cpd00159_e0	rxn05602,rxn08794,rxn10818,rxn12365,rxn13334	gnl|TC-DB|P71067|2.A.14.1.3	28.901	1.24e-48	179	95	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	166794	168344	transporter
gnl|TC-DB|AOY58527|2.A.14.2.2	2.A.14.2.2	lactate	EX_cpd00159_e0	rxn05602,rxn08794,rxn10818,rxn12365,rxn13334	gnl|TC-DB|AOY58527|2.A.14.2.2	26.824	2.06e-27	114	80	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	167016	168254	transporter
gnl|TC-DB|AOY58527|2.A.14.2.2	2.A.14.2.2	lactate	EX_cpd00221_e0	rxn08350,rxn09772,rxn10171,rxn12366	gnl|TC-DB|AOY58527|2.A.14.2.2	26.824	2.06e-27	114	80	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	167016	168254	transporter
gnl|TC-DB|Q8A6W8|2.A.1.7.17	2.A.1.7.1	D-glucosamine	EX_cpd00276_e0	rxn12526	gnl|TC-DB|Q8A6W8|2.A.1.7.17	70.312	1.26e-174	536	99	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	701416	700268	transporter
gnl|TC-DB|Q8A6W8|2.A.1.7.17	2.A.1.7.1	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|Q8A6W8|2.A.1.7.17	70.312	1.26e-174	536	99	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	701416	700268	transporter
gnl|TC-DB|Q8A6W8|2.A.1.7.17	2.A.1.7.1	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q8A6W8|2.A.1.7.17	70.312	1.26e-174	536	99	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	701416	700268	transporter
gnl|TC-DB|Q8A6W8|2.A.1.7.17	2.A.1.7.1	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|Q8A6W8|2.A.1.7.17	70.312	1.26e-174	536	99	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	701416	700268	transporter
gnl|TC-DB|Q8A6W8|2.A.1.7.17	2.A.1.7.1	trehalose	EX_cpd00794_e0	rxn09655,rxn09870	gnl|TC-DB|Q8A6W8|2.A.1.7.17	70.312	1.26e-174	536	99	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	701416	700268	transporter
gnl|TC-DB|A1S5F4|2.A.1.7.10	2.A.1.7.10	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|A1S5F4|2.A.1.7.10	29.078	4.75e-31	122	92	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1349911	1351158	transporter
gnl|TC-DB|A1S297|2.A.1.7.11	2.A.1.7.11	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|A1S297|2.A.1.7.11	28.941	1.11e-41	153	99	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1349920	1351188	transporter
gnl|TC-DB|Q8A5Y0|2.A.1.7.16	2.A.1.7.16	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|Q8A5Y0|2.A.1.7.16	37.027	1.13e-66	226	95	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	701398	700292	transporter
gnl|TC-DB|Q8A6W8|2.A.1.7.17	2.A.1.7.17	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|Q8A6W8|2.A.1.7.17	70.312	1.26e-174	536	99	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	701416	700268	transporter
gnl|TC-DB|Q89YS8|2.A.1.7.18	2.A.1.7.18	D-glucosamine	EX_cpd00276_e0	rxn12526	gnl|TC-DB|Q89YS8|2.A.1.7.18	25.600	1.61e-22	97.4	97	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	701386	700343	transporter
gnl|TC-DB|P0C105|2.A.1.7.2	2.A.1.7.2	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|P0C105|2.A.1.7.2	29.099	2.41e-43	159	97	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1349881	1351164	transporter
gnl|TC-DB|P0C105|2.A.1.7.2	2.A.1.7.2	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P0C105|2.A.1.7.2	29.099	2.41e-43	159	97	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1349881	1351164	transporter
gnl|TC-DB|P0C105|2.A.1.7.2	2.A.1.7.2	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P0C105|2.A.1.7.2	29.099	2.41e-43	159	97	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1349881	1351164	transporter
gnl|TC-DB|O25788|2.A.1.7.7	2.A.1.7.7	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|O25788|2.A.1.7.7	28.312	2.09e-21	93.6	86	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1350049	1351164	transporter
gnl|TC-DB|O25788|2.A.1.7.7	2.A.1.7.7	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|O25788|2.A.1.7.7	28.312	2.09e-21	93.6	86	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1350049	1351164	transporter
gnl|TC-DB|O25788|2.A.1.7.7	2.A.1.7.7	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|O25788|2.A.1.7.7	28.312	2.09e-21	93.6	86	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1350049	1351164	transporter
gnl|TC-DB|Q8EBL0|2.A.1.7.8	2.A.1.7.8	D-glucosamine	EX_cpd00276_e0	rxn12526	gnl|TC-DB|Q8EBL0|2.A.1.7.8	23.543	1.06e-14	73.2	98	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1349875	1351161	transporter
gnl|TC-DB|A1S4V0|2.A.1.7.9	2.A.1.7.9	N-acetylgalactosamine	EX_cpd00832_e0	rxn11396	gnl|TC-DB|A1S4V0|2.A.1.7.9	23.441	1.58e-14	72.8	86	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1349878	1351002	transporter
gnl|TC-DB|ATN93525.1|2.A.19.4.15	2.A.19.4.15	calcium	EX_cpd00063_e0	rxn05514,rxn08185,rxn08188,rxn10448,rxn29257,rxn29824	gnl|TC-DB|ATN93525.1|2.A.19.4.15	22.424	2.58e-04	39.7	86	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1752731	1753558	transporter
gnl|TC-DB|P45394|2.A.19.5.1	2.A.19.5.1	calcium	EX_cpd00063_e0	rxn05514,rxn08185,rxn08188,rxn10448,rxn29257,rxn29824	gnl|TC-DB|P45394|2.A.19.5.1	33.444	6.59e-37	137	92	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1752650	1753546	transporter
gnl|TC-DB|Q0ZAI3|2.A.19.5.2	2.A.19.5.2	calcium	EX_cpd00063_e0	rxn05514,rxn08185,rxn08188,rxn10448,rxn29257,rxn29824	gnl|TC-DB|Q0ZAI3|2.A.19.5.2	34.091	1.56e-37	139	96	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1752644	1753555	transporter
gnl|TC-DB|Q0ZAI3|2.A.19.5.2	2.A.19.5.2	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q0ZAI3|2.A.19.5.2	34.091	1.56e-37	139	96	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1752644	1753555	transporter
gnl|TC-DB|Q57556|2.A.19.5.3	2.A.19.5.3	calcium	EX_cpd00063_e0	rxn05514,rxn08185,rxn08188,rxn10448,rxn29257,rxn29824	gnl|TC-DB|Q57556|2.A.19.5.3	31.707	5.64e-33	125	88	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1752656	1753504	transporter
gnl|TC-DB|Q57556|2.A.19.5.3	2.A.19.5.3	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q57556|2.A.19.5.3	31.707	5.64e-33	125	88	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1752656	1753504	transporter
gnl|TC-DB|Q8TPA6|2.A.19.5.4	2.A.19.5.4	calcium	EX_cpd00063_e0	rxn05514,rxn08185,rxn08188,rxn10448,rxn29257,rxn29824	gnl|TC-DB|Q8TPA6|2.A.19.5.4	27.679	4.85e-31	121	94	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1752653	1753546	transporter
gnl|TC-DB|Q8TPA6|2.A.19.5.4	2.A.19.5.4	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q8TPA6|2.A.19.5.4	27.679	4.85e-31	121	94	CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	1752653	1753546	transporter
