metabolite_id	metabolite_name	cross_feeding	produced_by	consumed_by
cpd00100_medium	Glycerol	False	['Methanobrevibacter_smithii']	[]
cpd00121_medium	L-Inositol	False	['Methanobrevibacter_smithii']	[]
cpd00205_medium	K+	False	[]	['Porphyromonas_asaccharolytica']
cpd00208_medium	LACT	False	[]	[]
cpd11574_medium	Molybdate	False	[]	[]
cpd00075_medium	Nitrite	False	[]	[]
cpd01132_medium	Puromycin	False	[]	[]
cpd00396_medium	L-Rhamnose	False	[]	[]
cpd00065_medium	L-Tryptophan	True	['Methanobrevibacter_smithii']	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']
cpd01217_medium	Xanthosine	True	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']
cpd00211_medium	Butyrate	False	['Porphyromonas_asaccharolytica']	[]
cpd00751_medium	L-Fucose	False	[]	[]
cpd00132_medium	L-Asparagine	False	[]	[]
cpd00099_medium	Cl-	False	[]	['Porphyromonas_asaccharolytica']
cpd01015_medium	Cyanate	False	[]	[]
cpd00277_medium	Deoxyguanosine	True	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']	['Methanobrevibacter_smithii']
cpd01107_medium	Decanoate	False	[]	['Porphyromonas_asaccharolytica']
cpd01741_medium	ddca	False	['Porphyromonas_asaccharolytica']	[]
cpd03847_medium	Myristic acid	False	[]	['Porphyromonas_asaccharolytica']
cpd15298_medium	tetradecenoate	False	[]	[]
cpd00214_medium	Palmitate	False	[]	[]
cpd15237_medium	hexadecenoate	False	[]	[]
cpd01080_medium	ocdca	False	[]	['Porphyromonas_asaccharolytica']
cpd15269_medium	octadecenoate	False	[]	[]
cpd01113_medium	Hexanoate	False	[]	[]
cpd03846_medium	octanoate	False	[]	[]
cpd00531_medium	Hg2+	False	[]	[]
cpd00254_medium	Mg	False	[]	['Porphyromonas_asaccharolytica']
cpd00036_medium	Succinate	True	['Porphyromonas_asaccharolytica']	['Methanobrevibacter_smithii']
cpd04097_medium	Pb	False	[]	[]
cpd00185_medium	D-Arabinose	False	[]	[]
cpd00010_medium	CoA	True	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']
cpd00794_medium	TRHL	False	[]	[]
cpd00054_medium	L-Serine	True	['Porphyromonas_asaccharolytica']	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']
cpd11976_medium	Maltodextrin	False	[]	[]
cpd00153_medium	Benzoate	False	[]	[]
cpd00003_medium	NAD	True	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']
cpd11451_medium	mql7	True	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']
cpd11606_medium	Menaquinone 7	True	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']
cpd17026_medium	methymenaquinol 7	False	[]	[]
cpd17027_medium	methylmenaquinone 7	False	[]	[]
cpd00138_medium	D-Mannose	False	[]	[]
cpd00314_medium	D-Mannitol	False	[]	[]
cpd00180_medium	Oxalate	False	['Methanobrevibacter_smithii']	[]
cpd00393_medium	Folate	False	[]	[]
cpd02829_medium	3alpha,12alpha-Dihydroxy-7-oxo-5beta-cholanate	False	['Methanobrevibacter_smithii']	[]
cpd35610_medium	3alpha-hydroxy-7-oxo-5beta-cholan-24-oate	False	['Methanobrevibacter_smithii']	[]
cpd11746_medium	Cellulose	False	[]	[]
cpd01376_medium	Cellotetraose	False	[]	[]
cpd90021_medium	Xylan-b-1-4	False	[]	[]
cpd90022_medium	Xylooligo-b-1-4	False	[]	[]
cpd00011_medium	CO2	True	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']
cpd00007_medium	O2	False	[]	[]
cpd01981_medium	5-Methylthio-D-ribose	False	[]	[]
cpd00029_medium	Acetate	True	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']
cpd00141_medium	Propionate	True	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']
cpd01861_medium	(R)-1,2-Propanediol	False	[]	[]
cpd00453_medium	1,2-Propanediol	False	[]	[]
cpd00071_medium	Acetaldehyde	True	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']
cpd00150_medium	HCN	False	[]	[]
cpd08021_medium	DMSO	False	[]	[]
cpd00450_medium	Methyl sulfide	False	[]	[]
cpd00055_medium	Formaldehyde	True	['Methanobrevibacter_smithii']	['Porphyromonas_asaccharolytica']
cpd00448_medium	D-Glyceraldehyde	True	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']
cpd00025_medium	H2O2	False	[]	[]
cpd00239_medium	H2S	True	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']
cpd11640_medium	H2	False	['Methanobrevibacter_smithii']	['Methanobrevibacter_smithii']
cpd00359_medium	indol	True	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']	['Methanobrevibacter_smithii']
cpd00659_medium	Nitrous oxide	False	[]	[]
cpd00418_medium	NO	False	[]	[]
cpd00371_medium	Propanal	False	['Porphyromonas_asaccharolytica']	[]
cpd00811_medium	(CH3)3NO	False	[]	[]
cpd00324_medium	MTTL	True	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']
cpd01024_medium	Methane	False	['Methanobrevibacter_smithii']	[]
cpd00204_medium	CO	False	['Porphyromonas_asaccharolytica']	[]
cpd00116_medium	Methanol	False	[]	[]
cpd00528_medium	N2	False	[]	[]
cpd11632_medium	hn	False	[]	[]
cpd03662_medium	n-Butanol	False	[]	[]
cpd00178_medium	Acetone	False	[]	[]
cpd01618_medium	1,3-Propanediol	False	[]	[]
cpd00087_medium	Tetrahydrofolate	False	[]	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']
cpd03047_medium	Taurocholate	False	[]	['Methanobrevibacter_smithii']
cpd00137_medium	Citrate	False	[]	[]
cpd00081_medium	Sulfite	False	[]	[]
cpd00133_medium	Nicotinamide	False	['Porphyromonas_asaccharolytica']	[]
cpd00006_medium	NADP	False	['Porphyromonas_asaccharolytica']	[]
cpd01048_medium	Arsenate	False	[]	[]
cpd28763_medium	Inulin	False	[]	[]
cpd02733_medium	Deoxycholate	False	[]	[]
cpd00300_medium	Urate	False	['Porphyromonas_asaccharolytica']	['Porphyromonas_asaccharolytica']
cpd00066_medium	L-Phenylalanine	False	[]	['Porphyromonas_asaccharolytica']
cpd00276_medium	GLUM	False	[]	[]
cpd00038_medium	GTP	False	['Porphyromonas_asaccharolytica']	[]
cpd00130_medium	L-Malate	False	['Porphyromonas_asaccharolytica']	[]
cpd11416_medium	Community Biomass	False	['Methanobrevibacter_smithii', 'Porphyromonas_asaccharolytica']	[]
