metabolite_id	metabolite_name	cross_feeding	produced_by	consumed_by
cpd00054_medium	L-Serine	True	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd11451_medium	mql7	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd11606_medium	Menaquinone 7	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd17026_medium	methymenaquinol 7	False	[]	[]
cpd17027_medium	methylmenaquinone 7	False	[]	[]
cpd00180_medium	Oxalate	False	['GCF_000016525_1_ASM1652v1_genomic']	[]
cpd00393_medium	Folate	False	[]	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd11746_medium	Cellulose	False	[]	[]
cpd00001_medium	H2O	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd01376_medium	Cellotetraose	False	[]	[]
cpd90021_medium	Xylan-b-1-4	False	[]	[]
cpd90022_medium	Xylooligo-b-1-4	False	[]	[]
cpd00011_medium	CO2	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00007_medium	O2	False	[]	[]
cpd01981_medium	5-Methylthio-D-ribose	False	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	[]
cpd00029_medium	Acetate	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00141_medium	Propionate	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00073_medium	Urea	False	['GCF_000016525_1_ASM1652v1_genomic']	[]
cpd01861_medium	(R)-1,2-Propanediol	False	[]	[]
cpd00453_medium	1,2-Propanediol	False	[]	[]
cpd00071_medium	Acetaldehyde	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00150_medium	HCN	False	[]	[]
cpd08021_medium	DMSO	False	[]	[]
cpd00450_medium	Methyl sulfide	False	[]	[]
cpd00363_medium	Ethanol	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00055_medium	Formaldehyde	True	['GCF_000016525_1_ASM1652v1_genomic']	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00448_medium	D-Glyceraldehyde	True	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCF_000016525_1_ASM1652v1_genomic']
cpd00025_medium	H2O2	False	[]	[]
cpd00239_medium	H2S	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd11640_medium	H2	False	['GCF_000016525_1_ASM1652v1_genomic']	[]
cpd00359_medium	indol	False	[]	[]
cpd00659_medium	Nitrous oxide	False	[]	[]
cpd00418_medium	NO	False	[]	[]
cpd00371_medium	Propanal	False	[]	[]
cpd00811_medium	(CH3)3NO	False	[]	[]
cpd00324_medium	MTTL	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd01024_medium	Methane	False	['GCF_000016525_1_ASM1652v1_genomic']	[]
cpd00204_medium	CO	False	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	[]
cpd00116_medium	Methanol	False	[]	[]
cpd00528_medium	N2	False	[]	[]
cpd11632_medium	hn	False	[]	[]
cpd03662_medium	n-Butanol	False	[]	[]
cpd00178_medium	Acetone	False	[]	[]
cpd01618_medium	1,3-Propanediol	False	[]	[]
cpd90020_medium	cellulose	False	[]	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00138_medium	D-Mannose	False	[]	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00220_medium	Riboflavin	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00644_medium	Pantothenic acid	True	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00048_medium	Sulfate	False	[]	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00322_medium	L-Isoleucine	True	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00549_medium	D-Lysine	False	['GCF_000016525_1_ASM1652v1_genomic']	['GCF_000016525_1_ASM1652v1_genomic']
cpd00066_medium	L-Phenylalanine	False	[]	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00069_medium	L-Tyrosine	False	[]	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00027_medium	D-Glucose	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00082_medium	D-Fructose	True	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCF_000016525_1_ASM1652v1_genomic']
cpd00121_medium	L-Inositol	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCF_000016525_1_ASM1652v1_genomic']
cpd00246_medium	Inosine	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00100_medium	Glycerol	True	['GCF_000016525_1_ASM1652v1_genomic']	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00105_medium	D-Ribose	True	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCF_000016525_1_ASM1652v1_genomic']
cpd00003_medium	NAD	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00182_medium	Adenosine	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00277_medium	Deoxyguanosine	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00281_medium	GABA	False	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	[]
cpd00309_medium	XAN	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00367_medium	Cytidine	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd01217_medium	Xanthosine	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd01318_medium	Glycocholate	False	[]	[]
cpd03247_medium	Glycochenodeoxycholate	False	[]	[]
cpd00526_medium	Cholate	False	[]	[]
cpd01663_medium	Chenodiol	False	[]	[]
cpd00118_medium	Putrescine	False	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	[]
cpd00179_medium	Maltose	False	[]	[]
cpd00264_medium	Spermidine	False	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	[]
cpd00268_medium	H2S2O3	False	[]	[]
cpd00184_medium	Thymidine	False	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	[]
cpd00130_medium	L-Malate	False	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	[]
cpd00137_medium	Citrate	False	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	[]
cpd00139_medium	Glycolate	False	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	[]
cpd00232_medium	Neu5Ac	False	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	[]
cpd00224_medium	L-Arabinose	False	[]	[]
cpd04098_medium	Arsenite	False	[]	[]
cpd00108_medium	Galactose	False	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	[]
cpd00276_medium	GLUM	False	[]	[]
cpd00222_medium	GLCN	False	[]	[]
cpd00159_medium	L-Lactate	False	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	[]
cpd01262_medium	Amylotriose	False	[]	[]
cpd00012_medium	PPi	False	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	[]
cpd01132_medium	Puromycin	False	[]	[]
cpd00588_medium	Sorbitol	False	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	[]
cpd00154_medium	Xylose	False	[]	[]
cpd00280_medium	D-Galacturonate	False	[]	[]
cpd00099_medium	Cl-	False	[]	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00221_medium	D-Lactate	False	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	[]
cpd00208_medium	LACT	False	[]	[]
cpd01399_medium	Maltotetraose	False	[]	[]
cpd00794_medium	TRHL	False	[]	[]
cpd00076_medium	Sucrose	False	[]	[]
cpd11976_medium	Maltodextrin	False	[]	[]
cpd00306_medium	Xylitol	False	[]	[]
cpd00185_medium	D-Arabinose	False	[]	[]
cpd00314_medium	D-Mannitol	False	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	[]
cpd00158_medium	CELB	False	[]	[]
cpd28763_medium	Inulin	False	[]	[]
cpd02733_medium	Deoxycholate	False	[]	[]
cpd11842_medium	core3	False	[]	[]
cpd00122_medium	acgam	False	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	[]
cpd21520_medium	Tn_antigen	False	[]	[]
cpd02992_medium	core4	False	[]	[]
cpd00832_medium	acgal	False	[]	[]
cpd90017_medium	Protein-Linked Serine Or Threonine Residue (O-Glycosylation Site)	False	[]	[]
cpd90003_medium	starch (n=27, 3xalpha1-6, 23xalpha1-4)	False	[]	[]
cpd90004_medium	starch (n=19, 3xalpha1-6, 15xalpha1-4)	False	[]	[]
cpd90008_medium	Maltotridecaose	False	[]	[]
cpd90005_medium	Maltooctaose	False	[]	[]
cpd90007_medium	Maltohexaose	False	[]	[]
cpd90006_medium	Maltoundecaose	False	[]	[]
cpd02829_medium	3alpha,12alpha-Dihydroxy-7-oxo-5beta-cholanate	False	[]	[]
cpd23431_medium	3-dehydrocholate	False	[]	[]
cpd23430_medium	isocholate	False	[]	[]
cpd35610_medium	3alpha-hydroxy-7-oxo-5beta-cholan-24-oate	False	[]	[]
cpd00211_medium	Butyrate	False	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	[]
cpd00128_medium	Adenine	False	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00443_medium	4-Aminobenzoate	False	[]	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00107_medium	L-Leucine	False	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']
cpd00751_medium	L-Fucose	False	[]	[]
cpd03198_medium	Melibiose	False	[]	[]
cpd00249_medium	Uridine	False	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	[]
cpd00006_medium	NADP	False	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	[]
cpd00038_medium	GTP	False	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	[]
cpd00412_medium	Deoxyuridine	False	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	[]
cpd01133_medium	Stachyose	False	[]	[]
cpd03047_medium	Taurocholate	False	[]	[]
cpd03246_medium	Taurochenodeoxycholate	False	[]	[]
cpd00133_medium	Nicotinamide	False	['GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	[]
cpd00210_medium	Taurine	False	[]	[]
cpd11416_medium	Community Biomass	False	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_000025985_1_ASM2598v1_Bacteroides_fragilis']	[]
