metabolite_id	metabolite_name	cross_feeding	produced_by	consumed_by
cpd03808_medium	Lacto-N-biose	False	[]	[]
cpd00393_medium	Folate	False	[]	[]
cpd00832_medium	N-Acetyl-D-chondrosamine	False	[]	[]
cpd00001_medium	H2O	True	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']
cpd00013_medium	NH3	True	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']
cpd00011_medium	CO2	True	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']
cpd00007_medium	O2	False	[]	[]
cpd01981_medium	5-Methylthio-D-ribose	False	['Fusobacterium_nucleatum']	[]
cpd00073_medium	Urea	False	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']	[]
cpd01861_medium	(R)-1,2-Propanediol	False	[]	[]
cpd00453_medium	1,2-Propanediol	False	[]	[]
cpd00071_medium	Acetaldehyde	True	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']
cpd00150_medium	HCN	False	[]	[]
cpd08021_medium	DMSO	False	[]	[]
cpd00450_medium	Methyl sulfide	False	[]	[]
cpd00363_medium	Ethanol	True	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']
cpd00055_medium	Formaldehyde	True	['Methanobrevibacter_smithii']	['Fusobacterium_nucleatum']
cpd00448_medium	D-Glyceraldehyde	True	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']
cpd00025_medium	H2O2	False	[]	[]
cpd00239_medium	H2S	True	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']
cpd11640_medium	H2	False	['Methanobrevibacter_smithii']	['Methanobrevibacter_smithii']
cpd00359_medium	indol	True	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']
cpd00659_medium	Nitrous oxide	False	[]	[]
cpd00418_medium	NO	False	[]	[]
cpd00371_medium	Propanal	False	['Fusobacterium_nucleatum']	[]
cpd00811_medium	(CH3)3NO	False	[]	[]
cpd00324_medium	MTTL	True	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']
cpd01024_medium	Methane	False	['Methanobrevibacter_smithii']	[]
cpd00204_medium	CO	False	[]	[]
cpd00116_medium	Methanol	True	['Fusobacterium_nucleatum']	['Methanobrevibacter_smithii']
cpd00528_medium	N2	False	[]	[]
cpd11632_medium	hn	False	[]	[]
cpd03662_medium	n-Butanol	False	[]	[]
cpd00178_medium	Acetone	False	[]	[]
cpd01618_medium	1,3-Propanediol	False	[]	[]
cpd00215_medium	Pyridoxal	False	[]	['Fusobacterium_nucleatum']
cpd00087_medium	Tetrahydrofolate	True	['Fusobacterium_nucleatum']	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']
cpd00300_medium	Urate	False	['Fusobacterium_nucleatum']	['Fusobacterium_nucleatum']
cpd00066_medium	L-Phenylalanine	False	[]	['Fusobacterium_nucleatum']
cpd00065_medium	L-Tryptophan	True	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']
cpd00122_medium	N-Acetyl-D-glucosamine	False	[]	[]
cpd00020_medium	Pyruvate	False	['Fusobacterium_nucleatum']	[]
cpd00047_medium	Formate	True	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']
cpd00003_medium	NAD	True	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']
cpd00010_medium	CoA	True	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']
cpd00309_medium	XAN	True	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']
cpd03247_medium	Glycochenodeoxycholate	False	[]	['Methanobrevibacter_smithii']
cpd01663_medium	Chenodiol	False	['Methanobrevibacter_smithii']	['Methanobrevibacter_smithii']
cpd01318_medium	Glycocholate	False	[]	['Methanobrevibacter_smithii']
cpd00526_medium	Cholate	False	['Methanobrevibacter_smithii']	[]
cpd00209_medium	Nitrate	False	[]	[]
cpd00266_medium	Carnitine	False	[]	[]
cpd03424_medium	Vitamin B12	False	[]	[]
cpd08305_medium	crotonobetaine	False	[]	[]
cpd00104_medium	BIOT	False	[]	[]
cpd00075_medium	Nitrite	False	[]	[]
cpd01015_medium	Cyanate	False	[]	[]
cpd11451_medium	mql7	False	[]	[]
cpd11606_medium	Menaquinone 7	False	[]	[]
cpd17026_medium	methymenaquinol 7	False	[]	[]
cpd17027_medium	methylmenaquinone 7	False	[]	[]
cpd00180_medium	Oxalate	False	['Methanobrevibacter_smithii']	[]
cpd02829_medium	3alpha,12alpha-Dihydroxy-7-oxo-5beta-cholanate	False	['Methanobrevibacter_smithii']	[]
cpd35610_medium	3alpha-hydroxy-7-oxo-5beta-cholan-24-oate	False	['Methanobrevibacter_smithii']	[]
cpd11746_medium	Cellulose	False	[]	[]
cpd01376_medium	Cellotetraose	False	[]	[]
cpd90021_medium	Xylan-b-1-4	False	[]	[]
cpd90022_medium	Xylooligo-b-1-4	False	[]	[]
cpd03047_medium	Taurocholate	False	[]	['Methanobrevibacter_smithii']
cpd11416_medium	Community Biomass	False	['Fusobacterium_nucleatum', 'Methanobrevibacter_smithii']	[]
