metabolite_id	metabolite_name	cross_feeding	produced_by	consumed_by
cpd00149_medium	Co2+	False	[]	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00156_medium	L-Valine	False	[]	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00161_medium	L-Threonine	False	[]	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00209_medium	Nitrate	False	[]	[]
cpd00244_medium	Ni2+	False	[]	['GCF_000016525_1_ASM1652v1_genomic']
cpd00305_medium	Thiamin	False	[]	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00266_medium	Carnitine	False	[]	[]
cpd00540_medium	BET	False	[]	[]
cpd08305_medium	crotonobetaine	False	[]	[]
cpd10516_medium	fe3	False	[]	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00067_medium	H+	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00092_medium	Uracil	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00311_medium	Guanosine	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00035_medium	L-Alanine	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00971_medium	Na+	False	[]	[]
cpd00084_medium	L-Cysteine	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00013_medium	NH3	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00063_medium	Ca2+	False	[]	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd01012_medium	Cd2+	False	[]	[]
cpd00058_medium	Cu2+	False	[]	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd10515_medium	Fe2+	False	[]	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00047_medium	Formate	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00106_medium	Fumarate	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00060_medium	L-Methionine	True	['GCF_000016525_1_ASM1652v1_genomic']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd11574_medium	Molybdate	False	[]	[]
cpd00075_medium	Nitrite	False	[]	[]
cpd00065_medium	L-Tryptophan	True	['GCF_000016525_1_ASM1652v1_genomic']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00132_medium	L-Asparagine	True	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd01015_medium	Cyanate	False	[]	[]
cpd01107_medium	Decanoate	False	[]	[]
cpd01741_medium	ddca	False	[]	[]
cpd03847_medium	Myristic acid	False	[]	[]
cpd15298_medium	tetradecenoate	False	[]	[]
cpd00214_medium	Palmitate	False	[]	[]
cpd15237_medium	hexadecenoate	False	[]	[]
cpd01080_medium	ocdca	False	[]	[]
cpd15269_medium	octadecenoate	False	[]	[]
cpd01113_medium	Hexanoate	False	[]	[]
cpd03846_medium	octanoate	False	[]	[]
cpd00531_medium	Hg2+	False	[]	[]
cpd00205_medium	K+	False	[]	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00254_medium	Mg	False	[]	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00036_medium	Succinate	True	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic']
cpd04097_medium	Pb	False	[]	[]
cpd00010_medium	CoA	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00033_medium	Glycine	True	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00054_medium	L-Serine	True	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd11451_medium	mql7	False	[]	[]
cpd11606_medium	Menaquinone 7	False	[]	[]
cpd17026_medium	methymenaquinol 7	False	[]	[]
cpd17027_medium	methylmenaquinone 7	False	[]	[]
cpd00180_medium	Oxalate	False	['GCF_000016525_1_ASM1652v1_genomic']	[]
cpd00393_medium	Folate	False	[]	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd11746_medium	Cellulose	False	[]	[]
cpd00001_medium	H2O	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd01376_medium	Cellotetraose	False	[]	[]
cpd90021_medium	Xylan-b-1-4	False	[]	[]
cpd90022_medium	Xylooligo-b-1-4	False	[]	[]
cpd00011_medium	CO2	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00007_medium	O2	False	[]	[]
cpd01981_medium	5-Methylthio-D-ribose	False	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	[]
cpd00029_medium	Acetate	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00141_medium	Propionate	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00073_medium	Urea	False	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	[]
cpd01861_medium	(R)-1,2-Propanediol	False	[]	[]
cpd00453_medium	1,2-Propanediol	False	[]	[]
cpd00071_medium	Acetaldehyde	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00150_medium	HCN	False	[]	[]
cpd08021_medium	DMSO	False	[]	[]
cpd00450_medium	Methyl sulfide	False	[]	[]
cpd00363_medium	Ethanol	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00055_medium	Formaldehyde	True	['GCF_000016525_1_ASM1652v1_genomic']	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00448_medium	D-Glyceraldehyde	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00025_medium	H2O2	False	[]	[]
cpd00239_medium	H2S	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd11640_medium	H2	False	['GCF_000016525_1_ASM1652v1_genomic']	[]
cpd00359_medium	indol	True	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic']
cpd00659_medium	Nitrous oxide	False	[]	[]
cpd00418_medium	NO	False	[]	[]
cpd00371_medium	Propanal	False	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	[]
cpd00811_medium	(CH3)3NO	False	[]	[]
cpd00324_medium	MTTL	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd01024_medium	Methane	False	['GCF_000016525_1_ASM1652v1_genomic']	[]
cpd00204_medium	CO	False	[]	[]
cpd00116_medium	Methanol	True	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic']
cpd00528_medium	N2	False	[]	[]
cpd11632_medium	hn	False	[]	[]
cpd03662_medium	n-Butanol	False	[]	[]
cpd00178_medium	Acetone	False	[]	[]
cpd01618_medium	1,3-Propanediol	False	[]	[]
cpd90020_medium	cellulose	False	[]	['GCF_000016525_1_ASM1652v1_genomic']
cpd00138_medium	D-Mannose	False	[]	['GCF_000016525_1_ASM1652v1_genomic']
cpd00220_medium	Riboflavin	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00644_medium	Pantothenic acid	False	[]	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00048_medium	Sulfate	False	[]	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00322_medium	L-Isoleucine	False	[]	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00549_medium	D-Lysine	True	['GCF_000016525_1_ASM1652v1_genomic']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00066_medium	L-Phenylalanine	False	[]	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00069_medium	L-Tyrosine	False	[]	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00027_medium	D-Glucose	True	['GCF_000016525_1_ASM1652v1_genomic']	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00082_medium	D-Fructose	False	[]	[]
cpd00121_medium	L-Inositol	False	['GCF_000016525_1_ASM1652v1_genomic']	[]
cpd00246_medium	Inosine	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00100_medium	Glycerol	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic']
cpd00105_medium	D-Ribose	True	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic']
cpd00003_medium	NAD	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00182_medium	Adenosine	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00277_medium	Deoxyguanosine	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic']
cpd00281_medium	GABA	False	['GCF_000016525_1_ASM1652v1_genomic']	[]
cpd00309_medium	XAN	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00367_medium	Cytidine	False	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	[]
cpd01217_medium	Xanthosine	True	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd01318_medium	Glycocholate	False	[]	[]
cpd03247_medium	Glycochenodeoxycholate	False	[]	[]
cpd00526_medium	Cholate	False	[]	[]
cpd01663_medium	Chenodiol	False	[]	[]
cpd00107_medium	L-Leucine	False	[]	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00108_medium	Galactose	False	[]	[]
cpd00118_medium	Putrescine	False	[]	[]
cpd00154_medium	Xylose	False	[]	[]
cpd00179_medium	Maltose	False	[]	[]
cpd00224_medium	L-Arabinose	False	[]	[]
cpd00264_medium	Spermidine	False	[]	[]
cpd00268_medium	H2S2O3	False	[]	[]
cpd00130_medium	L-Malate	False	[]	[]
cpd00137_medium	Citrate	False	[]	[]
cpd00158_medium	CELB	False	[]	[]
cpd00276_medium	GLUM	False	[]	[]
cpd00222_medium	GLCN	False	[]	[]
cpd00208_medium	LACT	False	[]	[]
cpd00159_medium	L-Lactate	False	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	[]
cpd01262_medium	Amylotriose	False	[]	[]
cpd00314_medium	D-Mannitol	False	[]	[]
cpd00012_medium	PPi	False	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	[]
cpd01132_medium	Puromycin	False	[]	[]
cpd00396_medium	L-Rhamnose	False	[]	[]
cpd00211_medium	Butyrate	False	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	[]
cpd00751_medium	L-Fucose	False	[]	[]
cpd04098_medium	Arsenite	False	[]	[]
cpd00099_medium	Cl-	False	[]	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00221_medium	D-Lactate	False	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	[]
cpd01399_medium	Maltotetraose	False	[]	[]
cpd00017_medium	S-Adenosyl-L-methionine	False	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	[]
cpd00185_medium	D-Arabinose	False	[]	[]
cpd15494_medium	Maltoheptaose	False	[]	[]
cpd00794_medium	TRHL	False	[]	[]
cpd11976_medium	Maltodextrin	False	[]	[]
cpd00153_medium	Benzoate	False	[]	[]
cpd00210_medium	Taurine	False	[]	[]
cpd00380_medium	Itaconate	False	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	[]
cpd01133_medium	Stachyose	False	[]	[]
cpd02733_medium	Deoxycholate	False	[]	[]
cpd01354_medium	beta-Lactose	False	[]	[]
cpd03808_medium	Lacto-N-biose	False	[]	[]
cpd00832_medium	N-Acetyl-D-chondrosamine	False	[]	[]
cpd00128_medium	Adenine	False	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00263_medium	Pyridoxol	False	[]	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']
cpd00122_medium	N-Acetyl-D-glucosamine	False	[]	[]
cpd00020_medium	Pyruvate	False	['GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	[]
cpd11416_medium	Community Biomass	False	['GCF_000016525_1_ASM1652v1_genomic', 'GCA_003019295_1_ASM301929v1_Fusobacterium_nucleatum']	[]
